Booking ID,Cancelled Rides by Customer Reason,Cancelled Rides by Driver Reason,Incomplete Ride Reason
BKG130069,,,Other Issue
BKG130072,AC is not working,,
BKG130077,,,Other Issue
BKG130078,,,Other Issue
BKG130081,,Customer related issue,
BKG130083,,The customer was coughing/sick,
BKG130088,,Customer related issue,
BKG130093,,Customer related issue,
BKG130094,,Customer related issue,
BKG130095,,Customer related issue,
BKG130096,,More than permitted people in there,
BKG130098,,More than permitted people in there,
BKG130101,,,Other Issue
BKG130102,,The customer was coughing/sick,
BKG130104,,The customer was coughing/sick,
BKG130105,,More than permitted people in there,
BKG130106,Driver is not moving towards pickup location,,
BKG130113,,Personal & Car related issues,
BKG130114,,,Vehicle Breakdown
BKG130116,AC is not working,,
BKG130117,,More than permitted people in there,
BKG130120,,Personal & Car related issues,
BKG130132,,,Other Issue
BKG130133,AC is not working,,
BKG130134,,Customer related issue,
BKG130135,,,Customer Demand
BKG130136,,,Vehicle Breakdown
BKG130137,Change of plans,,
BKG130139,Driver asked to cancel,,
BKG130140,,,Customer Demand
BKG130141,Driver is not moving towards pickup location,,
BKG130142,,More than permitted people in there,
BKG130143,,,Vehicle Breakdown
BKG130146,,Customer related issue,
BKG130150,,,Other Issue
BKG130151,AC is not working,,
BKG130152,,,Customer Demand
BKG130153,,The customer was coughing/sick,
BKG130157,Wrong Address,,
BKG130159,Driver is not moving towards pickup location,,
BKG130161,,Customer related issue,
BKG130162,,Personal & Car related issues,
BKG130165,Driver asked to cancel,,
BKG130167,,The customer was coughing/sick,
BKG130168,,Personal & Car related issues,
BKG130171,,,Vehicle Breakdown
BKG130173,Driver is not moving towards pickup location,,
BKG130175,,More than permitted people in there,
BKG130178,,,Other Issue
BKG130179,Driver asked to cancel,,
BKG130182,,,Vehicle Breakdown
BKG130184,,,Customer Demand
BKG130185,,,Customer Demand
BKG130191,Change of plans,,
BKG130195,,,Customer Demand
BKG130196,,Personal & Car related issues,
BKG130200,,,Vehicle Breakdown
BKG130201,,More than permitted people in there,
BKG130207,,Customer related issue,
BKG130208,,Personal & Car related issues,
BKG130209,Wrong Address,,
BKG130211,,More than permitted people in there,
BKG130213,,,Customer Demand
BKG130217,,,Customer Demand
BKG130220,,,Customer Demand
BKG130222,,More than permitted people in there,
BKG130225,,,Vehicle Breakdown
BKG130232,,Customer related issue,
BKG130235,Change of plans,,
BKG130241,,Customer related issue,
BKG130245,,,Customer Demand
BKG130250,,,Customer Demand
BKG130251,Change of plans,,
BKG130259,,,Customer Demand
BKG130260,,,Vehicle Breakdown
BKG130262,AC is not working,,
BKG130263,,Customer related issue,
BKG130264,,,Vehicle Breakdown
BKG130270,,More than permitted people in there,
BKG130272,,Customer related issue,
BKG130275,,,Other Issue
BKG130276,Wrong Address,,
BKG130286,,More than permitted people in there,
BKG130291,Driver asked to cancel,,
BKG130292,AC is not working,,
BKG130297,,Personal & Car related issues,
BKG130301,,The customer was coughing/sick,
BKG130306,,The customer was coughing/sick,
BKG130307,,,Other Issue
BKG130310,Wrong Address,,
BKG130312,,More than permitted people in there,
BKG130315,,Customer related issue,
BKG130317,,,Other Issue
BKG130336,,The customer was coughing/sick,
BKG130339,,,Other Issue
BKG130340,,Personal & Car related issues,
BKG130342,Driver asked to cancel,,
BKG130343,Wrong Address,,
BKG130345,,,Other Issue
BKG130347,,,Other Issue
BKG130349,AC is not working,,
BKG130350,,More than permitted people in there,
BKG130351,AC is not working,,
BKG130353,,More than permitted people in there,
BKG130357,,The customer was coughing/sick,
BKG130359,,Customer related issue,
BKG130370,,,Vehicle Breakdown
BKG130372,,,Customer Demand
BKG130374,Driver is not moving towards pickup location,,
BKG130375,,,Other Issue
BKG130378,,Personal & Car related issues,
BKG130379,,Personal & Car related issues,
BKG130388,,,Other Issue
BKG130389,,,Customer Demand
BKG130390,,,Customer Demand
BKG130391,,,Vehicle Breakdown
BKG130392,,,Vehicle Breakdown
BKG130393,,The customer was coughing/sick,
BKG130399,,,Other Issue
BKG130402,,,Customer Demand
BKG130407,Driver asked to cancel,,
BKG130410,,More than permitted people in there,
BKG130420,Driver is not moving towards pickup location,,
BKG130423,,More than permitted people in there,
BKG130434,Driver asked to cancel,,
BKG130437,,,Other Issue
BKG130438,,Customer related issue,
BKG130445,,,Other Issue
BKG130446,Wrong Address,,
BKG130458,,,Other Issue
BKG130462,,More than permitted people in there,
BKG130463,,More than permitted people in there,
BKG130465,,More than permitted people in there,
BKG130470,,,Other Issue
BKG130477,,,Customer Demand
BKG130481,,More than permitted people in there,
BKG130486,,The customer was coughing/sick,
BKG130494,,More than permitted people in there,
BKG130495,,More than permitted people in there,
BKG130496,,,Customer Demand
BKG130502,,,Other Issue
BKG130508,,,Vehicle Breakdown
BKG130509,,The customer was coughing/sick,
BKG130520,,The customer was coughing/sick,
BKG130522,,Personal & Car related issues,
BKG130523,,,Customer Demand
BKG130526,,Customer related issue,
BKG130527,,The customer was coughing/sick,
BKG130535,,Personal & Car related issues,
BKG130540,,Personal & Car related issues,
BKG130541,,,Vehicle Breakdown
BKG130542,,The customer was coughing/sick,
BKG130548,,,Other Issue
BKG130549,,,Vehicle Breakdown
BKG130555,Driver asked to cancel,,
BKG130557,AC is not working,,
BKG130559,,The customer was coughing/sick,
BKG130561,Driver asked to cancel,,
BKG130562,,Personal & Car related issues,
BKG130563,,,Vehicle Breakdown
BKG130564,AC is not working,,
BKG130566,,Personal & Car related issues,
BKG130567,,,Vehicle Breakdown
BKG130568,,,Other Issue
BKG130569,,The customer was coughing/sick,
BKG130570,,More than permitted people in there,
BKG130575,,The customer was coughing/sick,
BKG130576,,Customer related issue,
BKG130577,,,Other Issue
BKG130582,,,Other Issue
BKG130594,,Customer related issue,
BKG130598,,Personal & Car related issues,
BKG130599,,Customer related issue,
BKG130604,,,Other Issue
BKG130605,,,Vehicle Breakdown
BKG130606,,Customer related issue,
BKG130607,,More than permitted people in there,
BKG130609,,The customer was coughing/sick,
BKG130610,,The customer was coughing/sick,
BKG130612,,Personal & Car related issues,
BKG130614,,Customer related issue,
BKG130617,,,Vehicle Breakdown
BKG130618,,More than permitted people in there,
BKG130619,,More than permitted people in there,
BKG130621,,Customer related issue,
BKG130622,Driver is not moving towards pickup location,,
BKG130628,,,Other Issue
BKG130632,Wrong Address,,
BKG130637,,,Vehicle Breakdown
BKG130638,,,Vehicle Breakdown
BKG130642,Change of plans,,
BKG130643,Driver asked to cancel,,
BKG130647,Driver asked to cancel,,
BKG130648,,,Vehicle Breakdown
BKG130652,,,Vehicle Breakdown
BKG130653,AC is not working,,
BKG130654,,,Other Issue
BKG130656,,,Vehicle Breakdown
BKG130657,,,Customer Demand
BKG130662,,,Other Issue
BKG130668,,Customer related issue,
BKG130669,Driver asked to cancel,,
BKG130672,,,Customer Demand
BKG130673,,More than permitted people in there,
BKG130675,,Customer related issue,
BKG130678,,,Vehicle Breakdown
BKG130683,AC is not working,,
BKG130685,,Personal & Car related issues,
BKG130687,,,Vehicle Breakdown
BKG130692,,,Other Issue
BKG130697,,Personal & Car related issues,
BKG130698,,Customer related issue,
BKG130699,,The customer was coughing/sick,
BKG130702,,More than permitted people in there,
BKG130703,Change of plans,,
BKG130706,,Personal & Car related issues,
BKG130707,,,Other Issue
BKG130708,,,Customer Demand
BKG130712,,The customer was coughing/sick,
BKG130718,Wrong Address,,
BKG130719,,The customer was coughing/sick,
BKG130721,,The customer was coughing/sick,
BKG130722,,Personal & Car related issues,
BKG130724,Wrong Address,,
BKG130726,,,Other Issue
BKG130727,,The customer was coughing/sick,
BKG130733,,The customer was coughing/sick,
BKG130736,,Personal & Car related issues,
BKG130738,,More than permitted people in there,
BKG130743,,The customer was coughing/sick,
BKG130744,,,Other Issue
BKG130745,,The customer was coughing/sick,
BKG130747,,Personal & Car related issues,
BKG130751,,,Customer Demand
BKG130753,,,Customer Demand
BKG130756,Wrong Address,,
BKG130759,,The customer was coughing/sick,
BKG130762,,Personal & Car related issues,
BKG130764,Wrong Address,,
BKG130769,,The customer was coughing/sick,
BKG130772,,Customer related issue,
BKG130773,,Personal & Car related issues,
BKG130774,,The customer was coughing/sick,
BKG130779,,,Other Issue
BKG130780,,,Customer Demand
BKG130789,,,Other Issue
BKG130791,,Personal & Car related issues,
BKG130793,Change of plans,,
BKG130795,,The customer was coughing/sick,
BKG130796,,Personal & Car related issues,
BKG130798,,,Vehicle Breakdown
BKG130799,,More than permitted people in there,
BKG130804,,The customer was coughing/sick,
BKG130805,,,Customer Demand
BKG130806,,,Vehicle Breakdown
BKG130808,,Customer related issue,
BKG130809,,Personal & Car related issues,
BKG130810,,The customer was coughing/sick,
BKG130811,,Personal & Car related issues,
BKG130812,,Customer related issue,
BKG130816,,More than permitted people in there,
BKG130820,,Customer related issue,
BKG130822,Change of plans,,
BKG130823,,The customer was coughing/sick,
BKG130829,,More than permitted people in there,
BKG130832,AC is not working,,
BKG130842,,Customer related issue,
BKG130843,,The customer was coughing/sick,
BKG130846,Wrong Address,,
BKG130850,Wrong Address,,
BKG130852,,Personal & Car related issues,
BKG130854,,The customer was coughing/sick,
BKG130856,,More than permitted people in there,
BKG130858,,Personal & Car related issues,
BKG130860,,,Customer Demand
BKG130861,,,Other Issue
BKG130862,,,Vehicle Breakdown
BKG130866,,,Vehicle Breakdown
BKG130867,,The customer was coughing/sick,
BKG130869,,,Customer Demand
BKG130871,AC is not working,,
BKG130872,,,Vehicle Breakdown
BKG130875,,Customer related issue,
BKG130877,,,Customer Demand
BKG130881,Change of plans,,
BKG130882,,,Vehicle Breakdown
BKG130883,,,Vehicle Breakdown
BKG130885,,,Customer Demand
BKG130886,,More than permitted people in there,
BKG130887,,Customer related issue,
BKG130896,,,Vehicle Breakdown
BKG130897,,The customer was coughing/sick,
BKG130898,Change of plans,,
BKG130899,,,Other Issue
BKG130901,,The customer was coughing/sick,
BKG130904,,,Vehicle Breakdown
BKG130906,,,Other Issue
BKG130907,Wrong Address,,
BKG130908,,More than permitted people in there,
BKG130910,,Personal & Car related issues,
BKG130912,,,Vehicle Breakdown
BKG130913,,Customer related issue,
BKG130916,,,Customer Demand
BKG130917,,Customer related issue,
BKG130918,,The customer was coughing/sick,
BKG130919,,,Customer Demand
BKG130924,,More than permitted people in there,
BKG130925,,,Other Issue
BKG130927,,,Vehicle Breakdown
BKG130929,,Customer related issue,
BKG130931,,The customer was coughing/sick,
BKG130932,,Personal & Car related issues,
BKG130939,Change of plans,,
BKG130941,,,Vehicle Breakdown
BKG130942,,More than permitted people in there,
BKG130946,,,Vehicle Breakdown
BKG130951,,,Vehicle Breakdown
BKG130953,,,Customer Demand
BKG130955,,,Customer Demand
BKG130956,,The customer was coughing/sick,
BKG130959,,Personal & Car related issues,
BKG130960,,Customer related issue,
BKG130962,,The customer was coughing/sick,
BKG130964,,,Customer Demand
BKG130965,,Customer related issue,
BKG130966,,Customer related issue,
BKG130968,,,Other Issue
BKG130969,,,Other Issue
BKG130970,,,Customer Demand
BKG130971,,More than permitted people in there,
BKG130975,,More than permitted people in there,
BKG130977,Driver asked to cancel,,
BKG130978,,,Other Issue
BKG130983,,,Vehicle Breakdown
BKG130985,,,Vehicle Breakdown
BKG130987,,Personal & Car related issues,
BKG130989,,Personal & Car related issues,
BKG130990,,,Vehicle Breakdown
BKG130991,,,Vehicle Breakdown
BKG130994,,The customer was coughing/sick,
BKG130997,,,Vehicle Breakdown
BKG131004,,Customer related issue,
BKG131007,Driver is not moving towards pickup location,,
BKG131015,,The customer was coughing/sick,
BKG131016,,Personal & Car related issues,
BKG131021,,The customer was coughing/sick,
BKG131024,,,Customer Demand
BKG131030,,,Vehicle Breakdown
BKG131031,,,Customer Demand
BKG131034,,,Vehicle Breakdown
BKG131035,Driver is not moving towards pickup location,,
BKG131039,Change of plans,,
BKG131041,,Customer related issue,
BKG131045,,The customer was coughing/sick,
BKG131048,,The customer was coughing/sick,
BKG131049,,Customer related issue,
BKG131050,,,Customer Demand
BKG131052,,,Vehicle Breakdown
BKG131054,,,Customer Demand
BKG131056,,Customer related issue,
BKG131057,Change of plans,,
BKG131058,,The customer was coughing/sick,
BKG131070,,The customer was coughing/sick,
BKG131071,AC is not working,,
BKG131073,,,Vehicle Breakdown
BKG131078,Driver asked to cancel,,
BKG131080,AC is not working,,
BKG131083,,,Customer Demand
BKG131090,Wrong Address,,
BKG131091,Driver asked to cancel,,
BKG131092,,The customer was coughing/sick,
BKG131093,,Personal & Car related issues,
BKG131094,,,Vehicle Breakdown
BKG131098,,,Vehicle Breakdown
BKG131100,Change of plans,,
BKG131101,,,Other Issue
BKG131108,Wrong Address,,
BKG131113,,,Customer Demand
BKG131114,Driver is not moving towards pickup location,,
BKG131115,,,Customer Demand
BKG131117,,,Vehicle Breakdown
BKG131118,Driver is not moving towards pickup location,,
BKG131122,,Customer related issue,
BKG131123,Driver is not moving towards pickup location,,
BKG131125,Driver is not moving towards pickup location,,
BKG131128,,Customer related issue,
BKG131135,,More than permitted people in there,
BKG131140,,,Other Issue
BKG131143,,Customer related issue,
BKG131146,,,Other Issue
BKG131147,,,Customer Demand
BKG131151,,More than permitted people in there,
BKG131158,,,Customer Demand
BKG131159,,The customer was coughing/sick,
BKG131163,,Customer related issue,
BKG131166,,The customer was coughing/sick,
BKG131167,,The customer was coughing/sick,
BKG131169,,More than permitted people in there,
BKG131171,,More than permitted people in there,
BKG131172,,Personal & Car related issues,
BKG131173,,Personal & Car related issues,
BKG131174,,,Vehicle Breakdown
BKG131175,Wrong Address,,
BKG131177,,Personal & Car related issues,
BKG131178,Driver is not moving towards pickup location,,
BKG131180,,More than permitted people in there,
BKG131181,Driver asked to cancel,,
BKG131184,,Personal & Car related issues,
BKG131185,,The customer was coughing/sick,
BKG131191,,More than permitted people in there,
BKG131197,,More than permitted people in there,
BKG131204,,The customer was coughing/sick,
BKG131208,,More than permitted people in there,
BKG131210,,Personal & Car related issues,
BKG131212,Driver asked to cancel,,
BKG131214,,The customer was coughing/sick,
BKG131216,,,Vehicle Breakdown
BKG131218,,More than permitted people in there,
BKG131220,,Customer related issue,
BKG131221,,Personal & Car related issues,
BKG131227,,,Other Issue
BKG131231,,Personal & Car related issues,
BKG131232,,,Customer Demand
BKG131233,,More than permitted people in there,
BKG131237,,,Vehicle Breakdown
BKG131238,Change of plans,,
BKG131240,,,Other Issue
BKG131243,,The customer was coughing/sick,
BKG131244,,More than permitted people in there,
BKG131250,Wrong Address,,
BKG131254,,More than permitted people in there,
BKG131257,,,Other Issue
BKG131269,,Customer related issue,
BKG131273,,The customer was coughing/sick,
BKG131276,Wrong Address,,
BKG131277,,Personal & Car related issues,
BKG131278,,,Vehicle Breakdown
BKG131279,AC is not working,,
BKG131280,,Personal & Car related issues,
BKG131282,,,Vehicle Breakdown
BKG131288,,Personal & Car related issues,
BKG131291,,,Vehicle Breakdown
BKG131292,,,Vehicle Breakdown
BKG131293,,,Vehicle Breakdown
BKG131294,,,Customer Demand
BKG131299,Wrong Address,,
BKG131303,,Customer related issue,
BKG131310,,,Other Issue
BKG131311,,,Customer Demand
BKG131315,,More than permitted people in there,
BKG131317,,,Other Issue
BKG131318,,,Customer Demand
BKG131321,,,Customer Demand
BKG131324,,,Customer Demand
BKG131331,Driver asked to cancel,,
BKG131334,,The customer was coughing/sick,
BKG131338,,Customer related issue,
BKG131339,,More than permitted people in there,
BKG131340,,,Other Issue
BKG131348,,,Vehicle Breakdown
BKG131349,Driver asked to cancel,,
BKG131355,,,Other Issue
BKG131356,,Customer related issue,
BKG131357,,,Customer Demand
BKG131360,,Customer related issue,
BKG131362,Change of plans,,
BKG131364,,More than permitted people in there,
BKG131366,,,Customer Demand
BKG131369,,More than permitted people in there,
BKG131370,,,Other Issue
BKG131374,,The customer was coughing/sick,
BKG131376,,,Other Issue
BKG131380,Driver asked to cancel,,
BKG131387,,Personal & Car related issues,
BKG131388,,More than permitted people in there,
BKG131390,,,Vehicle Breakdown
BKG131396,,Personal & Car related issues,
BKG131397,,The customer was coughing/sick,
BKG131398,,,Other Issue
BKG131402,,,Customer Demand
BKG131403,,,Vehicle Breakdown
BKG131405,,Personal & Car related issues,
BKG131410,,The customer was coughing/sick,
BKG131411,,Personal & Car related issues,
BKG131416,,Personal & Car related issues,
BKG131417,,,Other Issue
BKG131428,,,Vehicle Breakdown
BKG131431,,More than permitted people in there,
BKG131432,Driver asked to cancel,,
BKG131433,Wrong Address,,
BKG131435,Wrong Address,,
BKG131436,,Customer related issue,
BKG131438,,,Vehicle Breakdown
BKG131452,Wrong Address,,
BKG131453,,Personal & Car related issues,
BKG131454,,,Other Issue
BKG131464,Wrong Address,,
BKG131465,AC is not working,,
BKG131471,Driver is not moving towards pickup location,,
BKG131472,Wrong Address,,
BKG131475,Change of plans,,
BKG131476,,,Other Issue
BKG131479,,Customer related issue,
BKG131480,,,Other Issue
BKG131483,AC is not working,,
BKG131486,,The customer was coughing/sick,
BKG131491,,Personal & Car related issues,
BKG131492,AC is not working,,
BKG131494,,,Customer Demand
BKG131495,,Customer related issue,
BKG131497,,,Other Issue
BKG131498,,The customer was coughing/sick,
BKG131499,,The customer was coughing/sick,
BKG131502,,The customer was coughing/sick,
BKG131503,,Personal & Car related issues,
BKG131504,,Customer related issue,
BKG131506,Driver is not moving towards pickup location,,
BKG131514,,More than permitted people in there,
BKG131516,,Personal & Car related issues,
BKG131517,,,Vehicle Breakdown
BKG131521,,More than permitted people in there,
BKG131522,,The customer was coughing/sick,
BKG131524,AC is not working,,
BKG131526,,,Vehicle Breakdown
BKG131528,,The customer was coughing/sick,
BKG131531,,Customer related issue,
BKG131533,,,Customer Demand
BKG131537,,,Vehicle Breakdown
BKG131543,Driver asked to cancel,,
BKG131544,,Personal & Car related issues,
BKG131551,,Customer related issue,
BKG131553,,Personal & Car related issues,
BKG131554,AC is not working,,
BKG131556,,Customer related issue,
BKG131560,Change of plans,,
BKG131561,Driver is not moving towards pickup location,,
BKG131562,,More than permitted people in there,
BKG131567,,Customer related issue,
BKG131575,,More than permitted people in there,
BKG131578,,,Vehicle Breakdown
BKG131581,,,Customer Demand
BKG131582,,Personal & Car related issues,
BKG131585,,,Other Issue
BKG131586,,Customer related issue,
BKG131588,,Personal & Car related issues,
BKG131589,,Customer related issue,
BKG131590,Change of plans,,
BKG131591,,,Other Issue
BKG131594,,Personal & Car related issues,
BKG131596,,,Vehicle Breakdown
BKG131597,,Personal & Car related issues,
BKG131601,Driver is not moving towards pickup location,,
BKG131604,,Personal & Car related issues,
BKG131605,,,Vehicle Breakdown
BKG131606,,Personal & Car related issues,
BKG131607,,Customer related issue,
BKG131613,,,Customer Demand
BKG131615,,,Other Issue
BKG131620,,,Other Issue
BKG131622,Driver asked to cancel,,
BKG131623,,More than permitted people in there,
BKG131626,,,Vehicle Breakdown
BKG131627,,The customer was coughing/sick,
BKG131628,,,Customer Demand
BKG131630,,,Other Issue
BKG131635,Change of plans,,
BKG131636,,,Vehicle Breakdown
BKG131637,,More than permitted people in there,
BKG131638,,,Other Issue
BKG131641,,,Customer Demand
BKG131642,Wrong Address,,
BKG131643,,,Other Issue
BKG131648,,Personal & Car related issues,
BKG131649,,Customer related issue,
BKG131651,,,Customer Demand
BKG131655,,,Customer Demand
BKG131657,,Customer related issue,
BKG131658,,The customer was coughing/sick,
BKG131660,Driver asked to cancel,,
BKG131661,,,Customer Demand
BKG131662,,Customer related issue,
BKG131665,,,Other Issue
BKG131667,,Personal & Car related issues,
BKG131673,,,Other Issue
BKG131674,,More than permitted people in there,
BKG131677,,,Vehicle Breakdown
BKG131678,,,Other Issue
BKG131683,,More than permitted people in there,
BKG131685,,,Customer Demand
BKG131686,,,Other Issue
BKG131689,Driver asked to cancel,,
BKG131690,,More than permitted people in there,
BKG131694,,,Other Issue
BKG131698,,,Customer Demand
BKG131703,Change of plans,,
BKG131709,,More than permitted people in there,
BKG131710,,Customer related issue,
BKG131713,,,Other Issue
BKG131715,,,Customer Demand
BKG131716,,Personal & Car related issues,
BKG131717,,,Customer Demand
BKG131719,Driver is not moving towards pickup location,,
BKG131728,Change of plans,,
BKG131729,,Customer related issue,
BKG131736,,The customer was coughing/sick,
BKG131737,,,Other Issue
BKG131739,,The customer was coughing/sick,
BKG131741,,Personal & Car related issues,
BKG131746,,The customer was coughing/sick,
BKG131747,,,Other Issue
BKG131749,Driver is not moving towards pickup location,,
BKG131750,,Customer related issue,
BKG131751,AC is not working,,
BKG131753,,Customer related issue,
BKG131756,,,Customer Demand
BKG131757,Driver asked to cancel,,
BKG131759,,The customer was coughing/sick,
BKG131760,,,Vehicle Breakdown
BKG131764,,,Vehicle Breakdown
BKG131765,Driver asked to cancel,,
BKG131766,Driver is not moving towards pickup location,,
BKG131770,,Customer related issue,
BKG131771,,,Customer Demand
BKG131772,Driver asked to cancel,,
BKG131773,Driver is not moving towards pickup location,,
BKG131780,,,Other Issue
BKG131781,,The customer was coughing/sick,
BKG131789,,,Customer Demand
BKG131790,,,Other Issue
BKG131791,,,Vehicle Breakdown
BKG131792,,Personal & Car related issues,
BKG131795,Change of plans,,
BKG131797,,,Customer Demand
BKG131799,Change of plans,,
BKG131802,,,Customer Demand
BKG131803,,,Customer Demand
BKG131806,,,Customer Demand
BKG131808,,,Customer Demand
BKG131825,,,Customer Demand
BKG131829,,,Vehicle Breakdown
BKG131830,,,Other Issue
BKG131832,,,Vehicle Breakdown
BKG131833,Wrong Address,,
BKG131835,,Customer related issue,
BKG131840,,More than permitted people in there,
BKG131850,Driver is not moving towards pickup location,,
BKG131853,,,Customer Demand
BKG131856,,Customer related issue,
BKG131860,,Customer related issue,
BKG131862,,Customer related issue,
BKG131863,,,Customer Demand
BKG131868,,,Vehicle Breakdown
BKG131869,,Personal & Car related issues,
BKG131875,,,Other Issue
BKG131876,,,Customer Demand
BKG131877,,,Customer Demand
BKG131878,,The customer was coughing/sick,
BKG131883,AC is not working,,
BKG131886,,More than permitted people in there,
BKG131893,,,Other Issue
BKG131894,,The customer was coughing/sick,
BKG131900,Wrong Address,,
BKG131907,,Personal & Car related issues,
BKG131912,,Personal & Car related issues,
BKG131917,,,Vehicle Breakdown
BKG131918,,Customer related issue,
BKG131919,,,Other Issue
BKG131920,,,Vehicle Breakdown
BKG131925,,,Customer Demand
BKG131926,,,Other Issue
BKG131928,,,Vehicle Breakdown
BKG131930,,,Other Issue
BKG131932,AC is not working,,
BKG131934,,The customer was coughing/sick,
BKG131935,,,Other Issue
BKG131936,,Personal & Car related issues,
BKG131937,,Personal & Car related issues,
BKG131944,,The customer was coughing/sick,
BKG131945,,Personal & Car related issues,
BKG131946,,The customer was coughing/sick,
BKG131947,,The customer was coughing/sick,
BKG131951,,The customer was coughing/sick,
BKG131952,,,Customer Demand
BKG131955,,,Vehicle Breakdown
BKG131956,AC is not working,,
BKG131958,,More than permitted people in there,
BKG131959,,Personal & Car related issues,
BKG131960,,,Customer Demand
BKG131964,,,Other Issue
BKG131965,,Personal & Car related issues,
BKG131968,,,Vehicle Breakdown
BKG131969,,Customer related issue,
BKG131970,,Customer related issue,
BKG131971,Change of plans,,
BKG131979,,More than permitted people in there,
BKG131981,,,Customer Demand
BKG131983,,,Other Issue
BKG131985,,,Vehicle Breakdown
BKG131986,Change of plans,,
BKG131987,,Customer related issue,
BKG131988,,,Other Issue
BKG131993,,,Vehicle Breakdown
BKG131996,,,Vehicle Breakdown
BKG131997,AC is not working,,
BKG131999,,,Other Issue
BKG132002,Wrong Address,,
BKG132003,,Personal & Car related issues,
BKG132005,,More than permitted people in there,
BKG132014,,,Other Issue
BKG132018,,Personal & Car related issues,
BKG132019,,Customer related issue,
BKG132023,,Customer related issue,
BKG132025,,More than permitted people in there,
BKG132026,,Personal & Car related issues,
BKG132029,,,Other Issue
BKG132031,,More than permitted people in there,
BKG132034,,Customer related issue,
BKG132036,Wrong Address,,
BKG132040,,The customer was coughing/sick,
BKG132041,,More than permitted people in there,
BKG132045,,The customer was coughing/sick,
BKG132046,,,Other Issue
BKG132051,,Personal & Car related issues,
BKG132057,,The customer was coughing/sick,
BKG132058,,,Other Issue
BKG132063,,Personal & Car related issues,
BKG132067,,,Other Issue
BKG132068,Driver asked to cancel,,
BKG132071,,,Vehicle Breakdown
BKG132073,,,Other Issue
BKG132074,,The customer was coughing/sick,
BKG132075,Driver asked to cancel,,
BKG132082,,The customer was coughing/sick,
BKG132083,,Customer related issue,
BKG132089,,Personal & Car related issues,
BKG132095,,The customer was coughing/sick,
BKG132097,,,Vehicle Breakdown
BKG132098,,,Other Issue
BKG132100,,Personal & Car related issues,
BKG132101,Change of plans,,
BKG132104,,The customer was coughing/sick,
BKG132107,,The customer was coughing/sick,
BKG132110,,More than permitted people in there,
BKG132116,,,Vehicle Breakdown
BKG132122,,Customer related issue,
BKG132124,,,Customer Demand
BKG132126,,,Customer Demand
BKG132130,,More than permitted people in there,
BKG132132,,,Other Issue
BKG132134,,,Customer Demand
BKG132139,,More than permitted people in there,
BKG132140,,Customer related issue,
BKG132141,,The customer was coughing/sick,
BKG132142,,,Vehicle Breakdown
BKG132143,,More than permitted people in there,
BKG132145,,Customer related issue,
BKG132146,Wrong Address,,
BKG132148,,,Customer Demand
BKG132151,,More than permitted people in there,
BKG132152,,Customer related issue,
BKG132157,Change of plans,,
BKG132159,,Customer related issue,
BKG132160,Driver asked to cancel,,
BKG132161,,More than permitted people in there,
BKG132162,,Customer related issue,
BKG132163,Change of plans,,
BKG132166,,Personal & Car related issues,
BKG132170,,,Vehicle Breakdown
BKG132172,Driver asked to cancel,,
BKG132176,,More than permitted people in there,
BKG132184,,,Other Issue
BKG132185,Wrong Address,,
BKG132190,,Personal & Car related issues,
BKG132195,,Personal & Car related issues,
BKG132196,,More than permitted people in there,
BKG132197,,Personal & Car related issues,
BKG132198,Driver asked to cancel,,
BKG132200,,Personal & Car related issues,
BKG132205,,,Other Issue
BKG132206,,More than permitted people in there,
BKG132207,,The customer was coughing/sick,
BKG132209,,,Vehicle Breakdown
BKG132214,,,Other Issue
BKG132215,,Personal & Car related issues,
BKG132216,,More than permitted people in there,
BKG132218,,Customer related issue,
BKG132220,,More than permitted people in there,
BKG132223,,Personal & Car related issues,
BKG132225,AC is not working,,
BKG132226,,Customer related issue,
BKG132228,,,Customer Demand
BKG132229,,,Other Issue
BKG132232,,,Other Issue
BKG132234,,More than permitted people in there,
BKG132238,,,Other Issue
BKG132239,,,Customer Demand
BKG132240,Driver asked to cancel,,
BKG132241,,Customer related issue,
BKG132243,,Customer related issue,
BKG132244,,,Other Issue
BKG132247,,The customer was coughing/sick,
BKG132248,,,Other Issue
BKG132254,Driver is not moving towards pickup location,,
BKG132255,,,Vehicle Breakdown
BKG132257,,More than permitted people in there,
BKG132259,,,Customer Demand
BKG132260,,Personal & Car related issues,
BKG132264,,More than permitted people in there,
BKG132266,,Customer related issue,
BKG132269,,Customer related issue,
BKG132272,AC is not working,,
BKG132273,,Personal & Car related issues,
BKG132275,Change of plans,,
BKG132276,,,Other Issue
BKG132278,,The customer was coughing/sick,
BKG132279,,More than permitted people in there,
BKG132285,,Personal & Car related issues,
BKG132292,Driver is not moving towards pickup location,,
BKG132293,Change of plans,,
BKG132300,,Customer related issue,
BKG132305,,Personal & Car related issues,
BKG132307,,The customer was coughing/sick,
BKG132310,,More than permitted people in there,
BKG132316,,,Vehicle Breakdown
BKG132321,,,Customer Demand
BKG132323,,,Vehicle Breakdown
BKG132325,,Personal & Car related issues,
BKG132332,,More than permitted people in there,
BKG132333,,,Customer Demand
BKG132334,,,Vehicle Breakdown
BKG132339,,Customer related issue,
BKG132341,,Customer related issue,
BKG132342,,Personal & Car related issues,
BKG132343,,Personal & Car related issues,
BKG132344,,More than permitted people in there,
BKG132345,AC is not working,,
BKG132347,,More than permitted people in there,
BKG132351,,Customer related issue,
